occupation_item_id	occupation_counts	en_label	en_description
239946	1	Ingen	Wikimedia disambiguation page
3577354	1		
1588018	1	Resin burner	profession
1196135	1	web engineering	
223569	2	women's rights	rights claimed for women and girls worldwide
6007709	1		Lead person in a group of herdsmen
59814808	1		
2906864	1	fashion blog	blog on fashion
11756	1	prehistory	span of time before recorded history
975205	1	motorsport marshal	
975001	1	Ushkuiniks	historical russian people
557620	1	bet365	company
1010947	1	glamour photography	photography genre; subjects are portrayed in erotic poses ranging from fully clothed to nude;  the term may be used as an euphemism for erotic photography
5782794	1		
1664197	1	Innovator	Wikipedia disambiguation page
829492	1	procurement	acquisition of goods, services, or works from an external source
155930	1	maritime transport	transportation on water surface or through water entity, using watercrafts
1576973	3	competitive eating	an activity in which participants compete against each other to consume large quantities of food, usually in a short time period
29171	1	infantry	military service branch concerned with combat by individuals on foot
4257327	1	Kommunist	
17481007	3	Chief of Naval Research	
19986191	2	music hall impresario	who negotiates contracts of a music-hall artist
3314181	1		
844202	1	geotechnical engineering	branch of civil engineering concerned with the engineering behavior of earth materials
4951672	1	Boxer	rock band formed by keyboardist Mike Patto and guitarist Ollie Halsall in 1975
1391446	1	Surgical nursing	
30175498	1		sportsperson taking part in canne da combat competitions
458634	1	Bishop of Llandaff	ordinary of the Church in Wales Diocese of Llandaff
35798	1	executive branch	part of government that has sole authority and responsibility for the daily administration of the state
24040646	1	Writer to the Signet	member of a Scottish society of solicitors
7079493	1	Official Assignee	law officer
928357	1	bronze sculpture	sculpture cast in bronze
12057973	1	synod curator	
1999532	1	Nadadores	human settlement in Mexico
7603534	3	state senator	member of a Senate of a U.S. state
6302444	1	Judge's associate	
123030	1	First officer (aviation)	Flight crew role
2990001	1		
1558788	1	Imperial Knight	
64581291	1	Politician	drawing in the National Gallery of Art (NGA 7042)
366	1	corruption	dishonest or fraudulent conduct by those in power
11904218	2		
1491624	2	Hellanodikai	
2142888	2	business journalism	branch of journalism
830588	1	field guide	book designed to help the reader identify wildlife or other objects of natural occurrence
811620	2	nursery gardener	
20671900	1	weightmaster	occupation at a railroad
1339242	1	Chief Justice of Canada	presiding judge of the Supreme Court of Canada
1049470	1	University of Waterloo	public research university in Waterloo, Ontario, Canada
3470204	1		
1278830	2	rear admiral	officer rank of the United States Navy and Coast Guard
4094960	1		
3621523	1	arquebusier	People using arquebuse in its occupation
60647235	1		
1552981	1	Gubkin University	public university in Moscow, Russia
4683751	1	Admiralty Advocate	
1428403	1	fly tying	process of producing artificial flies used in fly fishing
209642	3	music therapy	use of music as an adjunctive therapy in the treatment of neurological, mental, or behavioral disorders
1463332	1	Polish studies	
1792635	1	sociology of art	
7533398	1	Sizar	Type of student in Dublin and Cambridge
7617874	1	Stock and station agent	
909821	1	food safety	scientific discipline describing handling, preparation, and storage of food in ways that prevent foodborne illness
1957814	1	furniture construction	production of furniture
15875907	1		
27534787	1	Civics and Innovators	
5261028	1	Deputy Director of the National Security Agency	
29414388	1	production supervisor	film crew member
17573152	1	believer	person who believes in something
6918294	1	Motorcyclist	magazine
4191260	1		
622630	1	odalisque	female slave or concubine in an Ottoman seraglio
11790210	1	medical sciences	
5398785	1		
60231132	1		
9356265	1		
25202873	1	Bariton	financial term
4405230	3	Student teacher	교생
219564	1	Karolinska Institute	medical university located in Stockholm, Sweden
959320	1	Doctor of Laws	doctoral degree in law
952624	1	olericulture	study of cultivation of vegetables
215184	1	bicycle motocross	cycle sport
389654	1	Greco-Roman wrestling	style of amateur wrestling
7777541	1	theatre practitioner	someone who both creates theatrical performances and who produces a theoretical discourse that informs his or her practical work
189138	1	Hermosillo	city in Mexico, Sonora state capital
13360884	1	counter admiral	rank found in many navies of the world, but no longer used in English-speaking countries
1850904	1	Opinion leadership	leadership by an active media user for lower-end media users
4612907	1	LGBT social movements	social movements that advocate for the equalized acceptance of LGBT people in society
6796093	1		
5305756	1	Dramatic	album by Casiopea
1194623	1	The Journalist	1967 Soviet film directed by Sergei Gerasimov
837171	1	financial services	economic service provided by the finance industry
3381154	1	Psychological sociology	area of sociology focused on social actions
1280946	1	operational measurement and control engineering specialist	specialist for operational measurement and control engineering
1275172	1	Landscape contracting	
10714990	1	varatuomari	
26833473	2	neohellenist	Philologist on the field of modern greek language
4949206	1	Botánico	barrio in Gran Asunción, Paraguay
2365225	1	Sumerology	study of ancient Sumer (language, culture and history)
1059400	1	Chakravartin	ancient Indian term used to refer to an ideal universal ruler
26760298	1		
397334	2	agricultural chemistry	Sub-discipline of applied chemistry
1537376	1	grave robbery	act of uncovering a tomb or crypt to steal artifacts or personal effects
1413677	1	justice ministry	type of ministry responsible for justice
1791880	2	culture mediation	
7258042	1	public works minister	minister of a state responsible for public works
23856973	1		article in Otto's encyclopedia
694613	1	cornet	military rank
11593374	1	Knight of the Royal and Military Order of Saint Louis	first rank of the Royal and Military Order of Saint Louis
4572	1	permaculture	agriculture practices using few energy resources and human intervention
19365766	3		
157188	1	usury	unethical practice of originating a loan with an unreasonably high interest rate
1541010	1	excavations expert	occupation
8317	2	visual effects	various processes by which imagery is created
28091587	2	maltster	maker of malt, an intermediate in the brewing of beer
369472	1	computational chemistry	branch of chemistry
20896033	1		
39453	2	search and rescue dog	working dog
2419953	1	person of short stature	person of unusually short stature
7617915	1	Stock promoter	firm or person who promotes a stock
5662051	2	alabarderos company	
4698125	1	Air Officer Commanding	title for Air Force officers holding certain command appointments
12301267	2		
28424415	1	Head of IT Department	
481461	1	Chief of Protocol of the United States	U.S. government position
1059844	1	patent troll	business that cashes in on inventions of others by buying up patents before expiration date
506674	2	antimilitarism	ideology that opposes militarism
28026955	1	Henri Blanvalet	Swiss writer and poet
53864923	1	state deputy of São Paulo	member of legislative assembly of São Paulo, Brazil
326260	1	Cebinae	subfamily of New World monkeys
16102026	2	juror	any of the sworn persons making up a jury
10725813	1		
2824533	1	insolvency practitioner	administrator handling insolvency procedures
1920065	1	quilting	process of sewing layers of fabric together to make a padded material
10598112	1	censorship in Spain	
473867	1	psychosomatic medicine	an interdisciplinary medical field exploring the relationships among social, psychological, and behavioral factors on bodily processes and quality of life in humans and animals
2002810	1	courtroom sketch artist	artist who makes courtroom sketches
42250	3	hydrology	science that deals with the water above, on and below the land surface of the earth
2827229	1		
12185286	1	glassblowing	glassforming technique that involves inflating molten glass into a bubble, with the aid of a blowpipe
1064289	1	Design management	
1061656	2	interaction design	specialization of design focused on the experience users have of a product or service
2964004	1	thoracic surgery	medical specialty involved in surgical treatment of organs inside the thorax
6753123	1	Manufacturing operations management	
12333050	2		
1435728	2		
3396098	1	Fire services in France	
222046	1	genomics	discipline in genetics
5097812	1	Child advocacy	independent administrative authority in France about Children Rights
80015	3	obstetrics and gynaecology	medical specialty
1283291	1	Valero Energy Corporation	Fortune 500 international manufacturer and marketer of transportation fuels, other petrochemical products, and power,  headquartered in San Antonio, Texas, United States
18690483	1		
2860253	1	data architect	
21491988	1	Fechter	family name
445275	1	alto saxophone	type of saxophone
4091922	1		
190805	1	heart disease	cardiovascular system disease that involves the heart
184559	1	arteriosclerosis	thickening, hardening and loss of elasticity of the walls of arteries
10428635	1		
17420002	1	kindergartener	
42935395	1		
12040660	2	hospital clown	performer trained as a comic figure in a hospital setting to relieve anxiety among patients and their families
165650	1	media studies	discipline and field of study that deals with the content, history and effects of various media
