item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
2429508	1	Basque literature		0	es	wikidata	-1		
11034	1	printing	process for reproducing text and images using a master form or template	1	en	wikidata	0	human	
214724	1	snowshoe	footwear for walking over snow	1	sk	wikidata	0	human	
12765	1	Deux-Sèvres	French department	0	fr	wikidata	-1		
64934518	1	architecture writer	someone who writes about architecture	0	en	wikidata	-1		
16010672	1	Alternative libertaire	French anarchist organization	0	fr	wikidata	-1		
191823	1	clavichord	musical instrument	1	la	wikidata	0	human	
9471	1	epistemology	branch of philosophy concerned with the nature and scope of knowledge	1	tr	wikidata	0	human	
664559	1	Grand Council of Fribourg	parliament of the canton of Fribourg, Switzerland	0	en	wikidata	-1		
428933	1	STUN	network protocol	1	Unknown	wikidata	0	human	
3406492	1	Massachusetts Attorney General	attorney general for the U.S. state of Massachusetts	0	it	wikidata	1	human	
855977	1	Kyoto Shoshidai		0	it	wikidata	-1		
1196812	1	Rōjū	one of the highest-ranking posts of Tokugawa Shogunate	0	Unknown	wikidata	-1		
9950	1	Q	letter of the Latin alphabet	1	Unknown	wikidata	0	human	
3478395	1	seed company		0	en	wikidata	-1		
1573583	1	High Priest of Ptah	position	0	en	wikidata	-1		
707850	1	Jewish Museum in Prague	museum in Czech Republic	0	en	wikidata	-1		
273320	1	sibyl	oracles in Ancient Greece	0	cs	wikidata	-1		
289891	1	enemy	individual or a group that is verified as forcefully adverse or threatening	1	tk	wikidata	0	human	
2328828	1	stagehand	person who works backstage at a performance	1	de	wikidata	1	human	
641118	1	personality	psychological characteristics of an individual	1	en	wikidata	0	human	
20224652	1	El Azúcar	human settlement in Mexico	0	es	wikidata	-1		
1662452	2	infomercial	form television commercial	1	fr	wikidata	0	human	
1105744	1	TNT	international package delivery company owned by FedEx	1	Unknown	wikidata	0	human	
2582100	1	Old Bolshevik		0	Unknown	wikidata	-1		
26250	1	The Fife Player	painting by Édouard Manet	0	en	wikidata	-1		
461262	1	Phaleristics	auxiliary sciences of history	0	tr	wikidata	-1		
1038158	1	homiletics		1	en	wikidata	0	human	
187878	1	Khagan	Imperial title of Turco-Mongol societies	0	Unknown	wikidata	-1		
2416232	1	General in Chief		0	de	wikidata	-1		
54969	1	KVN	television program	1	Unknown	wikidata	0	human	
622604	1	pyromania	impulse control disorder	1	vo	wikidata	0	human	
19603972	1	PhD in Philosophical Sciences	academic award in USSR & exUSSR countries (Russia, Ukraine...)	0	la	wikidata	-1		
4396974	1	Rolf		1	af	wikidata	0	human	
161414	1	history of Russia	occurrences and people in Russia throughout history	0	en	wikidata	-1		
5615097	1	physics of plasma		0	en	wikidata	-1		
349613	1	sea shipping	traffic of ships for transportation of goods and persons on the seas and oceans	0	en	wikidata	-1		
1048894	1	non-ferrous metallurgy		0	Unknown	wikidata	-1		
62900222	1	juggler	person practising juggling; one skilled in keeping several objects in motion in the air at the same time by alternately tossing and catching them	1	da	wikidata	1	human	
4316669	1	necropolis studies	academic discipline	0	en	wikidata	-1		
514098	1	Free Association of German Trade Unions	trade union federation in Imperial and early Weimar Germany	0	en	wikidata	-1		
235065	1	Broadway theatre	principal theater district of New York City, New York, USA	0	en	wikidata	-1		
5620294	1	Gursikh		1	Unknown	wikidata	0	human	
1292853	1	Men's Rights Movement	Social movement concerned with discrimination against men.	0	en	wikidata	-1		
12973006	1	Bhagat		1	cy	wikidata	0	human	
12336940	1	State auditor		0	it	wikidata	-1		
923724	1	sinecure	office that requires or involves little or no responsibility, labour, or active service	1	ia	wikidata	0	human	
778999	1	lur	wind instrument	1	az	wikidata	0	human	
7098637	1	opposition researcher	political consultant who research potentially damaging information about their employer's opponent	0	fr	wikidata	-1		
7896088	1	University of Pennsylvania Law School		0	en	wikidata	-1		
6498317	1	Chinese calligraphy	calligraphy with Chinese script	0	en	wikidata	-1		
60723847	2	beauty queen		1	en	wikidata	1	human	
7560972	1	deputy commissioner	Police, income tax or administrative official	0	en	wikidata	-1		
1516453	1	lieutenant governor	general title for high officer of state	1	fr	wikidata	1	human	
7016285	1	New Zealand official war artists		0	en	wikidata	-1		
6822234	1	Met Éireann	meteorological service of Ireland	1	Unknown	wikidata	1	cleanlab	
2352121	1	sectarianism	form of bigotry, discrimination, or hatred	1	en	wikidata	0	human	
7783964	1	Thief-acrobat	character class in Dungeons & Dragon	0	Unknown	wikidata	-1		
75001467	1	Court architect	Architect working for a sovereign or noble court	0	fr	wikidata	-1		
129286	1	British Raj	British rule in the Indian subcontinent, 1858-1947	0	Unknown	wikidata	-1		
28406836	1	video assistant referee	in association football, match official that reviews decisions made by the head referee with the use of video footage	0	en	wikidata	-1		
981989	1	Alamo	town in southern Texas, United States	1	es	wikidata	0	human	
3482281	1	Swedish ballad tradition	music genre	0	en	wikidata	-1		
334401	1	surveillance	monitoring of behavior, activities, or other changing information	1	fr	wikidata	0	human	
319604	1	passenger	person who travels in a vehicle without operating it	1	da	wikidata	0	human	
1378024	2	lady	title of address for a noble woman	1	Unknown	wikidata	1	human	
3125916	1	Halach Uinik		0	de	wikidata	-1		
132821	2	murder	unlawful killing of a human with malice aforethought	1	en	wikidata	0	human	
14513915	1	Care of Magical Creatures	fictional class at Hogwarts	0	en	wikidata	-1		
18564125	1	business management	academic discipline	0	en	wikidata	-1		
6818353	1	Merchant, Virginia	human settlement in Virginia, United States of America	0	fr	wikidata	-1		
5246619	1	Dean of Emly	Wikimedia list article	0	en	wikidata	-1		
5246598	1	Dean of Cashel	Wikimedia list article	0	en	wikidata	-1		
7491650	1	Shayar		1	Unknown	wikidata	0	human	
4860364	1	barefoot lawyer		0	ku	wikidata	-1		
5259441	1	dental therapist		0	en	wikidata	-1		
1187287	1	signaller	specialist soldier, seaman or airman responsible for military communications	1	da	wikidata	1	human	
70740536	1	Mayor of Al-Bireh		0	en	wikidata	-1		
3523909	1	yakshini	mythical beings of Hindu, Buddhist, and Jain mythology; female counterpart of the yaksha	0	tr	wikidata	-1		
134154	1	Amazons	warrior women from Greek mythology	1	rn	wikidata	0	human	
787489	1	automotive design	process of developing the appearance of motor vehicles, including automobiles, motorcycles, trucks, buses, coaches, and vans	0	io	wikidata	-1		
23807839	1	Human Resources Management		0	en	wikidata	-1		
2731160	1	Geometra	genus of insects	0	Unknown	wikidata	-1		
7162379	1	Pendekar		0	is	wikidata	-1		
7574944	1	specialty registrar	doctor or dentist working as part of a specialty training programme in the United Kingdom	0	ia	wikidata	-1		
5640011	1	Miami-Dade County Public Schools	public school system of Miami-Dade County, Florida, serving Miami	0	en	wikidata	-1		
5096799	1	Chief Justice of Singapore	highest post in the judicial system of Singapore	0	en	wikidata	-1		
4818608	1	Attorney-General of Singapore	public prosecutor and legal advisor to the government of Singapore	0	en	wikidata	-1		
261839	1	sheep shearing	process by which the woollen fleece of a sheep is cut off	1	en	wikidata	0	human	
857972	1	Ko-ryū		0	cs	wikidata	-1		
11078171	2	Patriota	Wikimedia disambiguation page	1	it	wikidata	0	human	
5445674	1	Festigal		0	et	wikidata	-1		
20894695	1	Lordship of Paros		0	en	wikidata	-1		
929254	1	glyptic	art of carving and engraving of stones or gems	0	en	wikidata	-1		
713184	1	Betel nut beauty	Female roadside sellers of betel nuts and cigarettes in Taiwan	0	en	wikidata	-1		
465924	1	cynology	study of canines	0	eu	wikidata	0	human	
16881311	1	Poli	family name	1	et	wikidata	0	human	
15206450	1	Engineer's degree		0	en	wikidata	-1		
836365	1	District Councils of Hong Kong	local councils for districts of Hong Kong	0	en	wikidata	-1		
1377705	1	European Data Protection Supervisor	agency of the European Union	0	en	wikidata	1	human	
185925	1	graphic design	the visual design of content in different media	1	en	wikidata	0	human	
17031790	1	Kan	Chinese surname Kan 闞/阚	1	sv	wikidata	0	human	
1326190	1	dance therapy		0	en	wikidata	-1		
4927427	1	Blomstedt	family name	1	da	wikidata	0	human	
332988	1	defection	giving up of allegiance to one state for allegiance to another in a manner considered illegitimate by the first state	1	en	wikidata	0	human	
2533407	1	surf lifesaving		1	en	wikidata	0	human	
7432336	1	School business manager		0	en	wikidata	-1		
11440818	1	Lord Mayor of Osaka		0	en	wikidata	-1		
1324486	1	Trubadurzy	band that plays rock music	0	pl	wikidata	-1		
917874	1	Åbo Akademi University	Finnish university	1	tr	wikidata	0	human	
1517781	1	shrimp	decapod crustaceans	1	kw	wikidata	0	human	
581899	1	Praefectus annonae		0	la	wikidata	-1		
6321200	1	txistu	kind of fipple flute plazed in the Basque Country	0	Unknown	wikidata	-1		
18487416	1	Segalari	human settlement in Italy	0	Unknown	wikidata	-1		
4162555	1	fish fin	bony skin-covered spines or rays protruding from the body of a fish	0	oc	wikidata	-1		
667276	1	art exhibition	organized presentation and display of works of art	0	en	wikidata	-1		
133004	1	diaspora	dispersion of ethnic communities	1	Unknown	wikidata	0	human	
943929	1	traditional song	song with anonymous or unknown writer without authorized original version; song that is part of the oral tradition	0	en	wikidata	-1		
1520849	1	Bojnice Castle	Medieval castle in Bojnice, Slovakia	0	ro	wikidata	-1		
214261	1	oil refining	industrial process by which crude oil is processed and refined into more useful products	0	vi	wikidata	-1		
1622293	1	SOCAR	wholly state-owned national oil company headquartered in Baku, Azerbaijan	1	kw	wikidata	0	human	
1424543	1	Bred a Lawyer		0	br	wikidata	-1		
49212	1	Texas A&M University	public research university in College Station, Texas, United States	0	en	wikidata	-1		
15576	1	University of South Australia	public university in South Australia	0	en	wikidata	-1		
289348	1	London South Bank University	London university	0	en	wikidata	-1		
2503809	1	Kingston University	university in Kingston upon Thames, UK	0	en	wikidata	-1		
1521725	1	Louisiana State University	university in Baton Rouge, Louisiana, USA	0	it	wikidata	-1		
16144287	1	Châtelain		0	fr	wikidata	1	human	
248534	1	Canadian football	Canadian sport in which opposing teams of twelve players attempt to score by advancing a ball by running, passing and kicking	0	en	wikidata	-1		
7835189	1	public transport authority	authority which regulates or administers public transportation related matters	0	en	wikidata	-1		
5162405	1	Conqueror		1	pt	wikidata	1	human	
2584663	1	Winn-Dixie	Wikipedia disambiguation page	0	Unknown	wikidata	-1		
16972334	1	Centre for Animals and Social Justice	organization	0	en	wikidata	-1		
7981937	1	Welsh Language Commissioner		0	en	wikidata	-1		
5009192	1	CBRE	Wikipedia disambiguation page	1	fr	wikidata	0	human	
14096331	1	dairy farming	class of agricultural, or an animal husbandry, enterprise	1	en	wikidata	0	human	
7889339	1	United States Ambassador to Mexico	United States ambassador to Mexico	0	en	wikidata	-1		
1428575	1	Pilot-Cosmonaut of the USSR	award	0	en	wikidata	-1		
21747122	1	Gas employee (France)	employee working in the gas and electricity sector in France	0	fr	wikidata	-1		
642259	1	winger	handball position	1	en	wikidata	1	human	
2391676	1	mushroom hunting	activity for gathering mushrooms in the wild	0	en	wikidata	-1		
379497	1	smokejumper	firefighter who parachutes into remote areas to combat wildfires	1	da	wikidata	1	human	
12115641	1	machine gun operator		0	et	wikidata	-1		
1301778	1	fat cat (term)		0	Unknown	wikidata	-1		
768253	1	Club de Fútbol Monterrey	Mexican association football club	0	ro	wikidata	-1		
1415338	1	criminal investigation	in the legal sense exploration of a fact	0	en	wikidata	-1		
6869278	1	vocational education	studies that prepares a person for a specific occupation	0	en	wikidata	-1		
739465	1	study of the Hebrew language	field of academic study	0	en	wikidata	-1		
7557205	1	Soldat	lowest rank in the Romanian Land Forces	1	Unknown	wikidata	1	human	
33112393	2	motorist	term for road tripper; type of traveller	1	Unknown	wikidata	1	human	
22811127	2	devotional writer		0	en	wikidata	-1		
185676	1	fado	Portuguese music genre	1	es	wikidata	0	human	
1311222	1	maître fromager	cheese specialist	0	fr	wikidata	-1		
379838	1	sigillography	the study of seals attached to documents as a source of historical information	0	es	wikidata	-1		
7245788	1	prison reform	attempts to improve penal systems, or implement alternatives to incarceration	0	fr	wikidata	-1		
156733	1	Landsknecht	Mercenary footsoldiers in 16th century Europe	0	Unknown	wikidata	-1		
62268841	1	zionist		1	nl	wikidata	1	human	
6002306	1	computer-generated imagery	application of computer graphics to create or contribute to images	0	en	wikidata	-1		
3880362	1	Romanian anti-communist resistance movement		0	en	wikidata	-1		
18355878	1	objects conservator	professional that specializes in the conservation of three-dimensional works	0	en	wikidata	-1		
3017271	1	ocherk	literary genre	0	Unknown	wikidata	-1		
15143900	1	United Nations Special Rapporteur	United Nations title	0	fr	wikidata	-1		
52862	1	podology	study of the foot	0	hu	wikidata	-1		
179012	1	project management	initiating, planning, controlling and completing projects	0	en	wikidata	-1		
3774661	1	Payasos Sin Fronteras	organization	0	eo	wikidata	-1		
2066166	1	pedant	person obsessed with detail or process, often negatively perceived	1	ro	wikidata	1	human	
311773	1	Sonderkommando	work units of German Nazi death camp prisoners forced to dispose of corpses	1	de	wikidata	0	human	
212878	1	husband	male spouse	1	en	wikidata	1	human	
476115	1	private equity	Refers to investment funds, generally organized as limited partnerships, that buy and restructure companies that are not publicly traded.	1	en	wikidata	0	human	
1454597	1	masonic lodge	basic organisational unit of Freemasonry	1	da	wikidata	0	human	
